학년,년,월,지문,input,output
고2,23년,11월,34,"Most mice in the wild are eaten or die before their life span of two years is over. They die from external causes, such as disease, starvation, or predators, not due to internal causes, such as aging. That is why nature has made mice to live, on average, for no longer than two years. Now we have arrived at an important point: The average life span of an animal species, or the rate at which it ages, is determined by the average time that this animal species can survive in the wild. That explains why a bat can live to be 30 years old. In contrast to mice, bats can fly, which is why they can escape from danger much faster. Thanks to their wings, bats can also cover longer distances and are better able to find food. Every genetic change in the past that made it possible for a bat to live longer was useful, because bats are much better able than mice to flee from danger, find food, and survive.","A. 적절한 주제와 요지를 고르세요
① Bats die young due to their inability to escape from danger quickly.
② Internal causes are the primary reason for mice's short life span.
③ External factors do not influence an animal's life span.
④ Mice live longer in the wild than bats do.
⑤ The average life span of animals is determined by their ability to reproduce.
⑥ The average life span of animals is influenced by their survival abilities.
⑦ Disease is a common cause of death among wild mice.
⑧ Bats live longer because they consume less energy.
⑨ The average time to survive in the wild determines the life expectancy of the animals.
⑩ Bats can fly to escape predators and find food.

B. 적절한 제목을 고르세요
① How Disease Shapes the Lifespan of Wild Animals
② The Longevity of Mice Compared to Bats
③ The Role of Flight in Bat's Escape from Danger
④ Aging Rates in Various Wild Species
⑤ How Survival Determines Animal Lifespans
⑥ Comparing Lifespans of Different Flying Species
⑦ Bats' Feeding Habits and Longevity
⑧ How Mice's Short Lifespan Affects Ecosystems
⑨ Disease Resistance in Wild Bats
⑩ Survival time and life expectancy: rats and bats



[Answer]
A. 6,9
B. 5,10"
고2,23년,11월,35,"Moral excellence, according to Aristotle, is the result of habit and repetition, though modern science would also suggest that it may have an innate, genetic component. This means that moral excellence will be broadly set early in our lives, which is why the question of how early to teach it is so important. Freud suggested that we don't change our personality much after age five or thereabouts, but as in many other things, Freud was wrong. Recent psychological research shows that personality traits stabilize around age thirty in both men and women and regardless of ethnicity as the human brain continues to develop, both neuroanatomically and in terms of cognitive skills, until the mid-twenties. The advantage of this new understanding is that we can be a bit more optimistic than Aristotle and Freud about being able to teach moral excellence.
","A. 적절한 주제와 요지를 고르세요
① Aristotle claimed habit shapes our moral excellence entirely through life.
② Moral excellence is only influenced by genetics, according to modern science.
③ Moral excellence cannot be taught or influenced by external factors.
④ Personality and moral characteristics are stabilized around the age of 30, which gives an optimistic outlook for moral education.
⑤ Moral flexibility increases with age and cognitive development.
⑥ Aristotle linked moral excellence to habitual actions and repetition.
⑦ Social behaviors are fixed early in life and cannot be modified after adolescence.
⑧ Cognitive skills development is crucial during early childhood education.
⑨ Recent psychological research has shown that moral education is effective until we are 30 years old.
⑩ Modern science supports the genetic basis of moral excellence.

B. 적절한 제목을 고르세요
① Genetic Roots of Personality Traits
② Moral Excellence Cannot Be Taught After Childhood
③ Genetics Fully Determine Moral Traits
④ Is post-adult moral education also effective?
⑤ Teaching Cognitive Skills for Excellence
⑥ Freud's Views on Cognitive Development
⑦ Genetic Components of Moral Traits
⑧ Brain Development and Learning in Adolescence
⑨ From Childhood to Adulthood: Teaching Moral Virtues
⑩ The Impact of Parenting Styles on Child Development



[Answer]
A. 4,9
B. 4,9"
고2,23년,11월,36,"The size of a species is not accidental. It's a fine-tuned interaction between a species and the world it inhabits. Over large periods of time, size fluctuations have often signalled significant changes in the environment. Generally speaking, over the last five hundred million years, the trend has been towards animals getting larger. It‘s particularly notable in marine animals, whose average body size has increased 150-fold in this time. But we are beginning to see changes in this trend. Scientists have discovered that many animals are shrinking. Around the world, species in every category have been found to be getting smaller, and one major cause appears to be the heat. Animals living in the Italian Alps, for example, have seen temperatures rise by three to four degrees Celsius since the 1980s. To avoid overheating, chamois goats now spend more of their days resting rather than searching for food, and as a result, in just a few decades, the new generations of chamois are 25 percent smaller.","A. 적절한 주제와 요지를 고르세요
① Marine animals have been decreasing in size over millions of years.
② Species are getting larger as global temperatures rise.
③ Species adapt by changing their diet in response to climate change.
④ Species are shrinking due to rising temperatures and environmental changes.
⑤ Animals in warmer climates are growing bigger.
⑥ Animal populations are migrating due to environmental shifts.
⑦ Marine animals' average body size increased 150-fold over 500 million years.
⑧ Temperatures in the Italian Alps have risen by three to four degrees Celsius.
⑨ Global warming affects animal migration patterns.
⑩ Rising temperatures lead to smaller animal sizes globally.

B. 적절한 제목을 고르세요
① Random Fluctuations in Animal Size
② Unpredictable Size Changes in Species
③ Environmental Changes and Species Size Fluctuations
④ Accidental Trends in Species Growth
⑤ Rising Temperatures Cause Animals to Grow Larger
⑥ Marine Life Adaptations to Temperature
⑦ Climate Impact on Animal Behavior
⑧ Size Reduction in Italian Alps Animals
⑨ Temperature Effects on Alpine Species
⑩ Climate-Induced Changes in Animal Size 



[Answer]
A. 4,10
B. 3,10"
고2,23년,11월,37,"For a long time, random sampling was a good shortcut. It made analysis of large data problems possible in the pre-digital era. But much as converting a digital image or song into a smaller file results in loss of data, information is lost when sampling. Having the full (or close to the full) dataset provides a lot more freedom to explore, to look at the data from different angles or to look closer at certain aspects of it. A fitting example may be the light-field camera, which captures not just a single plane of light, as with conventional cameras, but rays from the entire light field, some 11 million of them. The photographers can decide later which element of an image to focus on in the digital file. There is no need to focus at the beginning, since collecting all the information makes it possible to do that afterwards.   Because rays from the entire light field are included, it is closer to all the data. As a result, the information is more “reuseable” than ordinary pictures, where the photographer has to decide what to focus on before she presses the shutter.","A. 적절한 주제와 요지를 고르세요
① Digital sampling allows exploring data from various angles.
② Light-field cameras need to decide focus before capturing an image.
③ Random sampling preserves all information in the dataset.
④ Full datasets provide no advantage over random sampling.
⑤ Light-field cameras limit post-capture editing options.
⑥ Light-field cameras capture 11 million rays of light.
⑦ Random sampling was useful in the pre-digital era.
⑧ Having the full dataset enhances data analysis and exploration.
⑨ Converting files to smaller sizes retains all information.

B. 적절한 제목을 고르세요
① Full Dataset Exploration: Freedom and Focus in Analysis
② Comprehensive Data Capture: Enhancing Analysis
③ Advances in Digital Data Preservation
④ New Technologies in Image Processing
⑤ Light-Field Cameras: Capturing the Full Scene
⑥ Advantages of Full Datasets in Photography
⑦ The Efficiency of Data Sampling Over Full Data Analysis
⑧ Focus First: Limited Data, Better Results
⑨ Why Less Data Is More Informative



[Answer]
A. 8
B. 1,2"
고2,23년,11월,38,"Introverted leaders do have to overcome the strong cultural presumption that extroverts are more effective leaders. Although the population splits into almost equal parts between introverts and extroverts, more than 96 percent of managers and executives are extroverted. In a study done in 2006, 65 percent of senior corporate executives viewed introversion as a barrier to leadership. We must reexamine this stereotype, however, as it doesn't always hold true. Regent University found that a desire to be of service to others and to empower them to grow, which is more common among introverts than extroverts, is a key factor in becoming a leader and retaining leadership. So- called servant leadership, dating back to ancient philosophical literature, adheres to the belief that a company‘s goals are best achieved by helping workers or customers achieve their goals. Such leaders do not seek attention but rather want to shine a light on others’ wins and achievements; servant leadership requires humility, but that humility ultimately pays off.","A. 적절한 주제와 요지를 고르세요
① Effective communication strategies in corporate leadership.
② The impact of emotional intelligence on leadership success.
③ Reexamining stereotypes about introverted leaders reveals their effectiveness.
④ Regent University found introverts desire to empower others.
⑤ Extroverted leaders are more effective than introverted leaders.
⑥ Servant leadership is rarely effective in achieving company goals.
⑦ Introverts lack the qualities needed for successful leadership.
⑧ Introverts avoid leadership to focus on individual goals.

B. 적절한 제목을 고르세요
① Redefining Leadership: The Rise of Introverted Leaders
② Extroverted Leaders in Historical Context
③ The Rise of Introverted Executives in Small Businesses
④ Extroversion: The Only Path to Effective Leadership
⑤ Why Introverts Fail as Leaders
⑥ Challenges of Introverted Leaders in Corporate Settings
⑦ Regent University’s Study on Introversion in Leadership
⑧ The Evolution of Corporate Leadership



[Answer]
A. 3
B. 1"
고2,23년,11월,39,"By the nineteenth century, France had developed a system of precisely defined units of measurement to capture space, time, and more, and had begun to get other nations to adopt the same standards. Just half a century later, in the 1920s, the discoveries of quantum mechanics forever destroyed the dream of comprehensive and perfect measurement. And yet, outside a relatively small circle of physicists, the mindset of humankind‘s drive to flawlessly measure continued among engineers and scientists. In the world of business it even expanded, as the precision-oriented sciences of mathematics and statistics began to influence all areas of commerce. However, contrary to the trend of the past several decades, in many new situations that are occurring today, allowing for imprecision ― for messiness ― may be a positive feature, not a shortcoming.  As a tradeoff for relaxing the standards of allowable errors, one can get a hold of much more data. It isn't just that “more is better than some,” but that, in fact, sometimes “more is greater than better.”
","A. 적절한 주제와 요지를 고르세요
① From Precision to Quantity: The Evolution of Measurement
② Embracing Imprecision: Modern Data Collection Trends
③ Embracing Uncertainty in Modern Science
④ The Role of Mathematics in Business Precision
⑤ France’s Historical Measurement Standards
⑥ The Unchanging Quest for Perfect Measurement
⑦ The Advantages of Strict Precision in Data Collection
⑧ Why Imprecision Leads to Inaccuracy
⑨ The Decline of Precision in Modern Engineering

B. 적절한 제목을 고르세요
① Imprecision can be beneficial by allowing access to more data.
② France developed precise measurement units in the 19th century.
③ Quantum mechanics disrupted perfect measurement in the 1920s.
④ Precision remains the ultimate goal, with no benefits to imprecision.
⑤ Allowing for imprecision always leads to negative outcomes.
⑥ More data is less valuable than precise data.
⑦ Precise measurement standards remain universally accepted and unchanged.
⑧ Allowing for imprecision always leads to negative outcomes.



[Answer]
A. 1,2
B. 1"
고2,23년,11월,40,"Multiple laboratory studies show that cooperative people tend to receive social advantages from others. One way to demonstrate this is to give people the opportunity to act positively or negatively toward contributors. For example, Pat Barclay, a professor at the University of Guelph, had participants play a cooperative game where people could contribute money toward a group fund which helped all group members, and then allowed participants to give money to other participants based on their reputations. People who contributed more to the group fund were given responsibility for more money than people who contributed less. Similar results have been found by other researchers. People who contribute toward their groups are also chosen more often as interaction partners, preferred as leaders, rated as more desirable partners for long-term relationships, and are perceived to be trustworthy and have high social status. Uncooperative people tend to receive verbal criticism or even more severe punishment.","A. 적절한 주제와 요지를 고르세요
① Pat Barclay's cooperative game experiment at the University of Guelph.
② Cooperative people rarely interact with group members.
③ Cooperative people gain social advantages and are preferred in interactions.
④ Financial contributions negatively affect social standing.
⑤ Uncooperative people receive social advantages and high status.
⑥ Cooperative behavior results in social disadvantages.
⑦ Cooperative people are often left out of group activities.
⑧ Contributing less to a group fund leads to more responsibility.

B. 적절한 제목을 고르세요
① The Social Advantages of Cooperation in Group Settings
② Social Benefits of Positive Behavior
③ Cooperation in Competitive Environments
④ The Disadvantages of Being Cooperative
⑤ Why Cooperation Lowers Social Status
⑥ Cooperative Behavior: Pathways to Higher Social Status
⑦ Uncooperative Individuals Gain Social Rewards
⑧ The Economic Benefits of Cooperation
⑨ Cooperative Behavior in Animal Studies



[Answer]
A. 3
B. 1,6"
고2,23년,11월,41,"In Western society, many music performance settings make a clear distinction between performers and audience members: the performers are the “doers” and those in the audience take a decidedly passive role. The performance space itself may further reinforce the distinction with a physical separation between the stage and audience seating. Perhaps because this distinction is so common, audiences seem to greatly value opportunities to have special “access” to performers that affords understanding about performers' style of music. Some performing musicians have won great approval by regularly incorporating “audience participation” into their concerts. Whether by leading a sing-along activity or teaching a rhythm to be clapped at certain points, including audience members in the music making can boost the level of engagement and enjoyment for all involved. Performers who are uncomfortable leading audience participation can still connect with the audience simply by giving a special glimpse of the performer perspective. It is quite common in classical music to provide audiences with program notes. Typically, this text in a program gives background information about pieces of music being performed and perhaps biographical information about historically significant composers. What may be of more interest to audience members is background information about the very performers who are onstage, including an explanation of why they have chosen the music they are presenting. Such insight can make audience members feel closer to the musicians onstage, both metaphorically and emotionally. This connection will likely enhance the expressive and communicative experience.","A. 적절한 주제와 요지를 고르세요
① Providing background on performers helps audiences feel connected and enhances the experience.
② Physical separation between performers and audience boosts engagement.
③ Audiences dislike having access to performers.
④ Performers are passive while the audience takes an active role.
⑤ Audience participation is discouraged in music performances.
⑥ Audience participation can enhance engagement and enjoyment in music performances.
⑦ Methods to improve stage design for performances.
⑧ The role of lighting in enhancing music concerts.
⑨ Providing background information about composers in program notes.

B. 적절한 제목을 고르세요
① The Disadvantages of Audience Participation in Concerts
② Why Performers Should Avoid Engaging the Audience
③ Passive Audiences Enhance Musical Performances
④ Enhancing Musical Performances: Engaging the Audience
⑤ Breaking the Performer-Audience Barrier in Concerts
⑥ Audience Participation in Sports Events
⑦ The Role of Program Notes in Theater Performances
⑧ Innovations in Live Music Performance Techniques
⑨ Connecting with Audiences: The Modern Performer’s Challenge



[Answer]
A. 1,6
B. 4,5"
고2,23년,9월,20,"Managers frequently try to play psychologist, to “figure out” why an employee has acted in a certain way. Empathizing with employees in order to understand their point of view can be very helpful. However, when dealing with a problem area, in particular, remember that it is not the person who is bad, but the actions exhibited on the job. Avoid making suggestions to employees about personal traits they should change; instead suggest more acceptable ways of performing. For example, instead of focusing on a person’s “unreliability,” a manager might focus on the fact that the employee “has been late to work seven times this month.” It is difficult for employees to change who they are; it is usually much easier for them to change how they act.","A. 적절한 주제와 요지를 고르세요
① Empathizing with employees helps solve personal problems at home.
② Employees should be encouraged to figure out their personal issues.
③ It is easier for employees to change who they are.
④ Employees’ personalities determine their job performance.
⑤  Suggesting behavior changes is more effective than suggesting personality changes.
⑥ Managers should recognize and reward employee achievements.
⑦ Providing professional development opportunities enhances job performance.
⑧ Avoid labeling employees as “unreliable.”
⑨ Managers should address job performance, not personal traits, for improvement.
⑩ Managers should address employees' punctuality issues directly.
⑪ Managers should suggest personal growth plans for employees.
⑫ Managers should focus on employee actions rather than character traits for improvements.

B. 적절한 제목을 고르세요
① Guiding Employee Behavior Without Personal Criticism
②  Effective Communication Strategies for Managers
③  How to Handle Unreliable Employees
④  Managing Employee Tardiness Effectively
⑤  Addressing Behavioral Issues with Personal Development Plans
⑥  Why Personal Criticism is Key to Employee Growth
⑦  Focusing on Employee Personalities, Not Actions
⑧  The Importance of Changing Employee Traits for Success
⑨  Focus on Behavior, Not Personality, for Effective Management
⑩ Constructive Management: Actions Over Traits
⑪  Managers as Psychologists: A New Approach to Leadership
⑫  Why Managers Should Avoid Personal Interaction
⑬  Understanding Employee Psychology for Better Business Outcomes 




[Answer]
A. 5,9,12
B. 1,9,10"
고2,23년,9월,21,"I suspect fungi are a little more forward “thinking” than their larger partners. Among trees, each species fights other species. Let’s assume the beeches native to Central Europe could emerge victorious in most forests there. Would this really be an advantage? What would happen if a new pathogen came along that infected most of the beeches and killed them? In that case, wouldn’t it be more advantageous if there were a certain number of other species around ― oaks, maples, or firs ― that would continue to grow and provide the shade needed for a new generation of young beeches to sprout and grow up? Diversity provides security for ancient forests. Because fungi are also very dependent on stable conditions, they support other species underground and protect them from complete collapse to ensure that one species of tree doesn’t manage to dominate.","A. 적절한 주제와 요지를 고르세요
①  Fungi support diverse tree species to ensure forest stability. 
②  Tree root systems are independent of fungal networks.
③  Single-species forests thrive better than diverse ones.
④  Diversity in forests leads to ecological instability.
⑤  Uniform tree species enhance forest health and longevity.
⑥  Forest diversity harms the growth of young beeches.
⑦  Fungi prefer unstable conditions and sparse tree populations.
⑧  Fungi help maintain tree diversity to protect forest ecosystems.  
⑨  Fungi thrive better in forests with limited tree species.
⑩  Beeches and fungi benefit from a lack of other tree species.
⑪  Forest stability is achieved through the dominance of a single tree species.
⑫  Fungi prevent single tree species from dominating to ensure forest health. 
①  Tree competition underground does not affect forest stability.

B. 적절한 제목을 고르세요
① How Trees Compete for Dominance in Forests
② The Superiority of Single-Species Forests
③ The Role of Fungi in Promoting Tree Growth
④ Fungi and Tree Diversity: Ensuring Forest Resilience 
⑤ The Importance of Biodiversity in Agriculture
⑥ Fungi: Agents of Tree Monopolies
⑦ The Benefits of Single-Species Dominance in Forests
⑧ How Fungi Enhance Soil Quality for Trees
⑨ Forest Ecosystems: The Importance of Root Networks
⑩ Fungi: Guardians of Forest Diversity 
⑪ Fungi's Role in Plant Disease Resistance
⑫ Protecting Ecosystems Through Species Variety
⑬ The Importance of Fungi in Maintaining Forest Balance 



[Answer]
A. 1,8,12
B. 4,10,13"
고2,23년,9월,22,"It’s remarkable that positive fantasies help us relax to such an extent that it shows up in physiological tests. If you want to unwind, you can take some deep breaths, get a massage, or go for a walk ― but you can also try simply closing your eyes and fantasizing about some future outcome that you might enjoy.    But what about when your objective is to make your wish a reality? The last thing you want to be is relaxed. You want to be energized enough to get off the couch and lose those pounds or find that job or study for that test, and you want to be motivated enough to stay engaged even when the inevitable obstacles or challenges arise. The principle of “Dream it. Wish it. Do it.” does not hold true, and now we know why: in dreaming it, you undercut the energy you need to do it. You put yourself in a temporary state of complete happiness, calmness ― and inactivity.","A. 적절한 주제와 요지를 고르세요
① Relaxation techniques are ineffective without physical activity.
② Positive fantasies increase motivation for achieving goals.
③ Fantasizing about the future prevents stress and anxiety.
④ Positive fantasies reduce the energy needed to achieve goals.
⑤ Setting realistic goals leads to success.
⑥ Achieving goals requires overcoming obstacles.
⑦ Deep breathing is a powerful relaxation method.
⑧ Relaxation from daydreaming hinders motivation for action.
⑨ Relaxation from fantasies undermines the energy needed for goal pursuit.
⑩ Relaxation techniques lead to immediate goal achievement.
⑪ Fantasizing about goals enhances physical health.
⑫ Relaxing through fantasies can prevent taking necessary actions for goals.

B. 적절한 제목을 고르세요
① The Benefits of Relaxation Techniques
② Dreaming It: The Key to Achieving Your Goals
③ How Relaxation Boosts Productivity
④ The Impact of Meditation on Productivity
⑤ The Downside of Dreaming: Why Relaxation Can Undermine Goals
⑥ The Power of Positive Thinking in Daily Life
⑦ The Role of Visualization in Goal Achievement
⑧ How Positive Fantasies Sabotage Your Drive to Succeed
⑨ Techniques for Effective Relaxation
⑩ The Pitfall of Positive Fantasies in Achieving Goals
⑪ How to Use Positive Fantasies for Immediate Relaxation
⑫ The Connection Between Relaxation and Health
⑬ The Role of Deep Breathing in Performance Enhancement



[Answer]
A. 4,9,12
B. 5,8,10"
고2,23년,9월,23,"If cooking is as central to human identity, biology, and culture as the biological anthropologist Richard Wrangham suggests, it stands to reason that the decline of cooking in our time would have serious consequences for modern life, and so it has. Are they all bad? Not at all. The outsourcing of much of the work of cooking to corporations has relieved women of what has traditionally been their exclusive responsibility for feeding the family, making it easier for them to work outside the home and have careers. It has headed off many of the domestic conflicts that such a large shift in gender roles and family dynamics was bound to spark. It has relieved other pressures in the household, including longer workdays and overscheduled children, and saved us time that we can now invest in other pursuits. It  has also allowed us to diversify our diets substantially, making it possible even for people with no cooking skills and little money to enjoy a whole different cuisine. All that’s required is a microwave.","A. 적절한 주제와 요지를 고르세요
① Outsourcing cooking has made it easier for women to pursue careers.
② Women now have careers outside the home.
③ Outsourcing cooking has led to more household conflicts.
④ Decline of cooking has reduced household pressures and diversified diets.
⑤ Outsourcing cooking has worsened gender roles and family dynamics.
⑥ Outsourcing cooking has facilitated career opportunities and eased domestic tensions.
⑦ Decline of cooking has led to decreased family interaction time.
⑧ Decline of cooking has increased family meal preparation time.
⑨ Family dynamics have improved due to increased home cooking.
⑩ Modern life has made cooking at home more essential and widespread.
⑪ Outsourcing cooking has supported gender role changes and family dynamics.
⑫ Cooking more at home has reduced household stress and conflicts.

B. 적절한 제목을 고르세요
① The Evolution of Cooking Techniques
② Gender Roles in Traditional Cooking
③ The Harmful Effects of Outsourcing Cooking
④ The Decline of Cooking: A Step Backward
⑤ The Benefits and Consequences of Outsourcing Cooking
⑥ How Technology Has Changed Home Cooking
⑦ The Role of Microwaves in Modern Kitchens
⑧ How the Decline of Cooking Affects Modern Life
⑨ Home Cooking: The Best Path to Family Harmony
⑩ The Decline of Cooking Skills in Modern Society
⑪ The Role of Food Delivery Services in Modern Life
⑫ The Modern Convenience of Outsourced Cooking



[Answer]
A. 1,4,6,11
B. 5,8,12"
고2,23년,9월,24,"As you may already know, what and how you buy can be political. To whom do you want to give your money? Which companies and corporations do you value and respect? Be mindful about every purchase by carefully researching the corporations that are taking our money to decide if they deserve our support. Do they have a record of polluting the environment, or do they have fair­trade practices and an end­of­life plan for the products they make? Are they committed to bringing about good in the world? For instance, my family has found a company producing recycled, plastic­packaging­free toilet paper with a social conscience. They contribute 50 percent of their profits to the construction of toilets around the world, and we’re genuinely happy to spend our money on this special toilet paper each month. Remember that the corporate world is built on consumers, so as a consumer you have the power to vote with your wallet and encourage companies to embrace healthier and more sustainable practices with every purchase you choose to make.","A. 적절한 주제와 요지를 고르세요
① Consumers can influence companies by making mindful purchasing decisions.
② Buying from corporations always ensures product quality.
③ Consumers have no influence over corporate practices.
④ Consumer power can drive corporations toward ethical and sustainable practices.
⑤ It is unnecessary to research companies before buying their products.
⑥ Carefully chosen purchases can lead to healthier corporate behaviors.
⑦ Individual purchases have no significant impact on corporate behavior.
⑧ Fair-trade practices are important for some corporations.
⑨ Buy products based on convenience rather than company values.
⑩ Corporate ethics do not affect purchasing decisions.
⑪ Mindful spending helps support companies with sustainable and fair practices.
⑫ Corporate sustainability efforts are irrelevant to consumers.

B. 적절한 제목을 고르세요
① How Corporations Influence Consumer Behavior
② The Rise of Eco-Friendly Products
③ Buying Without Conscience: The New Norm
④ Why Consumer Choices Don’t Impact Corporations
⑤ The Power of Ethical Shopping Choices
⑥ Supporting Ethical Corporations Through Consumer Choices
⑦ Companies Committed to Social Causes
⑧ Supporting Eco-Friendly Products in Daily Life
⑨ The Influence of Consumer Activism on Legislation
⑩ The Influence of Ethical Spending on Corporate Practices
⑪ Why Ethical Shopping is Overrated
⑫ The Rise of Socially Responsible Companies



[Answer]
A. 1,4,6,11
B. 5,6,10"
고2,23년,9월,29,"There is little doubt that we are driven by the sell­by date.   Once an item is past that date it goes into the waste stream, further increasing its carbon footprint. Remember those items have already travelled hundreds of miles to reach the shelves and once they go into waste they start a new carbon mile journey. But we all make our own judgement about sell­by dates; those brought up during the Second World War are often scornful of the terrible waste they believe such caution encourages. The manufacturer of the food has a view when making or growing something that by the time the product reaches the shelves it has already been travelling for so many days and possibly many miles. The manufacturer then decides that a product can reasonably be consumed within say 90 days and 90 days minus so many days for travelling gives the sell­by date. But whether it becomes toxic is something each individual can decide. It would seem to make sense not to buy large packs of perishable goods but non­perishable items may become cost­effective.","A. 적절한 주제와 요지를 고르세요
① Sell-by dates guarantee that food will be toxic after expiration.
② Ignoring sell-by dates reduces food waste and carbon footprint.
③ Sell-by dates are unnecessary and irrelevant for food safety.
④ Perception of sell-by dates affects food disposal decisions.
⑤ Sell-by dates are calculated based on travel time.
⑥ Ignoring sell-by dates guarantees fresher food.
⑦ Consumer choices on sell-by dates influence food waste levels.
⑧ Ignoring sell-by dates leads to less food waste and environmental benefits.
⑨ Food manufacturers calculate sell-by dates based on product travel time.
⑩ Sell-by dates are unnecessary and have no impact on waste.

B. 적절한 제목을 고르세요
① The Benefits of Ignoring Sell-By Dates
② Why Expiration Dates Don't Matter
③ The Hidden Costs of Sell-By Dates
④ Reducing Food Waste Through Smarter Buying
⑤ A Shelf Life Actually Determined by Each Individual's Judgement
⑥ How Sell-By Dates Improve Food Quality
⑦ Why Sell-By Dates Should Be Extended
⑧ The Benefits of Over-Purchasing Perishables
⑨ The Role of Sell-By Dates in Food Marketing
⑩ The Advantages of Long Shelf-Life Products
⑪ Ignoring Food Expiration Dates for Better Health



[Answer]
A. 4,7
B. 3,5"
고2,23년,9월,30,"The “jolt” of caffeine does wear off. Caffeine is removed from your system by an enzyme within your liver, which gradually degrades it over time. Based in large part on genetics, some people have a more efficient version of the enzyme that degrades caffeine, allowing the liver to rapidly clear it from the bloodstream. These rare individuals can drink an espresso with dinner and fall fast asleep at midnight without a problem. Others, however, have a slower­acting version of the enzyme. It takes far longer for their system to eliminate the same amount of caffeine. As a result, they are very sensitive to caffeine’s effects. One cup of tea or coffee in the morning will last much of the day, and should they have a second cup, even early in the afternoon, they will find it difficult to fall asleep in the evening. Aging also alters the speed of caffeine clearance: the older we are, the longer it takes our brain and body to remove caffeine, and thus the more sensitive we become in later life to caffeine’s sleep­disrupting influence.","A. 적절한 주제와 요지를 고르세요
① Genetic factors influence caffeine's taste, not its metabolism.
② Aging increases the speed of caffeine clearance.
③ Caffeine clearance rates vary due to genetic differences
④ Genetics do not affect caffeine metabolism.
⑤ Genetic differences affect individual sensitivity to caffeine.
⑥ Caffeine sensitivity is influenced by liver enzyme efficiency.
⑦ Caffeine is metabolized faster in older individuals.
⑧ Caffeine metabolism slows down with age
⑨ Everyone has the same sensitivity to caffeine regardless of age.
⑩ Caffeine metabolism speed does not vary with genetics.
⑪ Caffeine enhances liver function and overall metabolism.
⑫ The liver has an enzyme that degrades caffeine.

B. 적절한 제목을 고르세요
① Aging Reduces Caffeine Sensitivity
② How Genetics and Aging Affect Caffeine Sensitivity
③ The Role of Enzymes in Drug Metabolism
④ The Impact of Aging on Metabolic Processes
⑤ Caffeine Metabolism: Genetics and Age Matter
⑥ How to Maximize Caffeine's Alertness Effects
⑦ The Influence of Genetics and Age on Caffeine's Effects
⑧ The Role of Diet in Enzyme Efficiency
⑨ How Caffeine Affects Mood and Mental Health
⑩ The Effect of Caffeine on Liver Function
⑪ The Varying Effects of Caffeine Based on Genetics and Age
⑫ Genetic Factors in Alcohol Metabolism



[Answer]
A. 3,5,6,8
B. 2,5,7,11"
고2,23년,9월,31,"Rebels may think they’re rebels, but clever marketers influence them just like the rest of us. Saying, “Everyone is doing it” may turn some people off from an idea. These people will look for alternatives, which (if cleverly planned) can be exactly what a marketer or persuader wants you to believe. If I want you to consider an idea, and know you strongly reject popular opinion in favor of maintaining your independence and uniqueness, I would present the majority option first, which you would reject in favor of my actual preference. We are often tricked when we try to maintain a position of defiance. People use this reversal   to make us“independently” choose an option which suits their purposes.    Some brands have taken full effect of our defiance towards the mainstream and positioned themselves as rebels; which has created even stronger brand loyalty.","A. 적절한 주제와 요지를 고르세요
① Marketers can influence rebels by presenting mainstream options first.
② Consumers always recognize and resist marketing manipulation.
③ Marketing strategies aim to unify consumer preferences.
④ Marketers use reverse psychology to influence independent thinkers.
⑤ Marketers cannot influence people who value independence.
⑥ Rebels may unknowingly follow marketing strategies designed for them
⑦ Rebels are immune to marketing strategies.
⑧ Marketers only succeed by appealing to the majority.
⑨ Perceived independence in choices can be shaped by marketers.
⑩ Majority opinion always aligns with individual preferences.
⑪ Rebels are influenced by peer pressure, not marketers.
⑫ Popular opinion never impacts the decisions of independent thinkers.
⑬ Rebels consistently avoid the traps set by marketers.

B. 적절한 제목을 고르세요
① The Evolution of Marketing Strategies
② Rebels Are Immune to Marketing Tactics
③ How to Resist All Marketing Influence
④ The Paradox of Rebel Marketing
⑤ The Impact of Social Media on Consumer Behavior
⑥ How Defiance is Manipulated by Clever Marketers
⑦ The History of Rebellion in Advertising
⑧ True Rebels: Immune to Advertising
⑨ The Strategy Behind Rebel Branding
⑩ The Role of Influencers in Modern Marketing
⑪ How Personal Values Influence Shopping Habits
⑫ The History of Rebel Movements
⑬ Rebels Make Truly Independent Choices
⑭ The Ineffectiveness of Rebel Marketing



[Answer]
A. 1,4,6,9
B. 4,6,9"
